Recall for TWOGRAMML: 0.0 +/- 0.0
Recall for TWOGRAMCOS: 1.0 +/- 0.0
Recall for TOKENML: 0.0 +/- 0.0
Recall for THREEGRAMML: 0.0 +/- 0.0
Recall for TOKENCOS: 0.0 +/- 0.0
Recall for THREEGRAMCOS: 1.0 +/- 0.0
Recall for TWOGRAMML: 0.0 +/- 0.0
Recall for TWOGRAMCOS: 0.75 +/- 0.02083333333333326
Recall for TOKENML: 0.0 +/- 0.0
Recall for THREEGRAMML: 0.0 +/- 0.0
Recall for TOKENCOS: 0.5 +/- 0.08333333333333331
Recall for THREEGRAMCOS: 0.75 +/- 0.02083333333333326
Recall for TWOGRAMML: 0.02564102564102564 +/- 3.55384970769588E-5
Recall for TWOGRAMCOS: 0.5 +/- 0.004446754446754464
Recall for TOKENML: 0.2692307692307692 +/- 0.003918119302734682
Recall for THREEGRAMML: 0.16666666666666666 +/- 0.0015015015015015093
Recall for TOKENCOS: 0.6923076923076923 +/- 0.006272544734083341
Recall for THREEGRAMCOS: 0.6666666666666666 +/- 0.0014437514437515842
Recall for TWOGRAMML: 0.025 +/- 5.06756756756757E-5
Recall for TWOGRAMCOS: 0.4875 +/- 0.01042933558558562
Recall for TOKENML: 0.2625 +/- 0.0055869932432432295
Recall for THREEGRAMML: 0.1625 +/- 0.0021410472972973014
Recall for TOKENCOS: 0.6875 +/- 0.007017173423423562
Recall for THREEGRAMCOS: 0.65 +/- 0.012240990990991019
Recall for TWOGRAMML: 0.023809523809523808 +/- 7.66072194643625E-5
Recall for TWOGRAMCOS: 0.47619047619047616 +/- 0.012490807133664295
Recall for TOKENML: 0.25 +/- 0.008445945945945943
Recall for THREEGRAMML: 0.15476190476190477 +/- 0.0032366550223693127
Recall for TOKENCOS: 0.6785714285714286 +/- 0.00827741006312438
Recall for THREEGRAMCOS: 0.6428571428571429 +/- 0.012678494821351971
Recall for TWOGRAMML: 0.02247191011235955 +/- 1.0236217785769628E-4
Recall for TWOGRAMCOS: 0.47191011235955055 +/- 0.01209687783983962
Recall for TOKENML: 0.23595505617977527 +/- 0.011285430108810994
Recall for THREEGRAMML: 0.14606741573033707 +/- 0.004324802014487667
Recall for TOKENCOS: 0.6629213483146067 +/- 0.011927127228225698
Recall for THREEGRAMCOS: 0.6292134831460674 +/- 0.015093530596623717
Recall for TWOGRAMML: 0.02247191011235955 +/- 1.0236217785769628E-4
Recall for TWOGRAMCOS: 0.47191011235955055 +/- 0.01209687783983962
Recall for TOKENML: 0.23595505617977527 +/- 0.011285430108810994
Recall for THREEGRAMML: 0.14606741573033707 +/- 0.004324802014487667
Recall for TOKENCOS: 0.6629213483146067 +/- 0.011927127228225698
Recall for THREEGRAMCOS: 0.6292134831460674 +/- 0.015093530596623717
Recall for TWOGRAMML: 0.02197802197802198 +/- 1.1096714393417687E-4
Recall for TWOGRAMCOS: 0.4725274725274725 +/- 0.011847972836983856
Recall for TOKENML: 0.23076923076923078 +/- 0.012234127618742985
Recall for THREEGRAMML: 0.14285714285714285 +/- 0.004688361831218981
Recall for TOKENCOS: 0.6703296703296703 +/- 0.014107296524879076
Recall for THREEGRAMCOS: 0.6373626373626373 +/- 0.017716992442267265
Recall for TWOGRAMML: 0.04411764705882353 +/- 4.442330838662404E-4
Recall for TWOGRAMCOS: 0.4950980392156863 +/- 0.005695374463173114
Recall for TOKENML: 0.15196078431372548 +/- 0.010458974989933128
Recall for THREEGRAMML: 0.14705882352941177 +/- 0.0021055941264472404
Recall for TOKENCOS: 0.5392156862745098 +/- 0.020136941148516052
Recall for THREEGRAMCOS: 0.5735294117647058 +/- 0.01118454822216658
Recall for TWOGRAMML: 0.043689320388349516 +/- 4.5863344244164665E-4
Recall for TWOGRAMCOS: 0.49029126213592233 +/- 0.007996800366715878
Recall for TOKENML: 0.15048543689320387 +/- 0.01057944984457538
Recall for THREEGRAMML: 0.14563106796116504 +/- 0.0022930770332166978
Recall for TOKENCOS: 0.5339805825242718 +/- 0.022736880615647825
Recall for THREEGRAMCOS: 0.5679611650485437 +/- 0.014238508267538641
Recall for TWOGRAMML: 0.043478260869565216 +/- 4.6559432276346846E-4
Recall for TWOGRAMCOS: 0.48792270531400966 +/- 0.00911384113312394
Recall for TOKENML: 0.1497584541062802 +/- 0.010637213209551504
Recall for THREEGRAMML: 0.14492753623188406 +/- 0.002383960486575208
Recall for TOKENCOS: 0.5314009661835749 +/- 0.023997851228502953
Recall for THREEGRAMCOS: 0.5652173913043478 +/- 0.015720551841468033
Recall for TWOGRAMML: 0.04245283018867924 +/- 4.981457591509988E-4
Recall for TWOGRAMCOS: 0.49056603773584906 +/- 0.00918816239029871
Recall for TOKENML: 0.14622641509433962 +/- 0.01090281294220434
Recall for THREEGRAMML: 0.14150943396226415 +/- 0.002811428720800313
Recall for TOKENCOS: 0.5283018867924528 +/- 0.02382948190442752
Recall for THREEGRAMCOS: 0.5660377358490566 +/- 0.015377644867480056
Recall for TWOGRAMML: 0.04205607476635514 +/- 5.101761670136852E-4
Recall for TWOGRAMCOS: 0.49065420560747663 +/- 0.009103115712554122
Recall for TOKENML: 0.14485981308411214 +/- 0.010998883205908281
Recall for THREEGRAMML: 0.14018691588785046 +/- 0.0029705534160844697
Recall for TOKENCOS: 0.5280373831775701 +/- 0.02361419245527069
Recall for THREEGRAMCOS: 0.5654205607476636 +/- 0.015274304501519953
Recall for TWOGRAMML: 0.0391304347826087 +/- 5.89167215628898E-4
Recall for TWOGRAMCOS: 0.5 +/- 0.009638079788137521
